start	end	speaker	wconfidence	text
3393298	3393612	A	0.99961	different
3393666	3393928	A	0.99941	sets
3393944	3394076	A	1.0	of
3394098	3394376	A	0.95084	degrees
3394408	3394556	A	1.0	of
3394578	3394872	A	0.86965	freedom
3394936	3395164	A	0.99988	in
3395202	3395356	A	1.0	the
3395378	3395736	A	0.99908	overall
3395768	3396216	A	0.55396	Hilbert
3396248	3396830	A	0.99789	space.
3398160	3398572	A	0.99162	Here
3398626	3398892	A	0.55	the
3398946	3399660	A	0.55227	FPP.
3400240	3400508	A	0.99	The
3400514	3400776	A	0.99973	limit
3400808	3400908	A	1.0	of
3400914	3401036	A	1.0	the
3401058	3401380	A	0.84651	FEP
3401400	3401584	A	0.6409	is
3401622	3402124	A	0.99432	maximum
3402172	3403120	A	0.99902	entanglement.
3403460	3403872	A	0.71761	This
3403926	3404096	A	0.99994	does
3404118	3404256	A	0.99999	not
3404278	3404416	A	0.99999	mean
3404438	3404528	A	0.99987	that
3404534	3404608	A	1.0	the
3404614	3404832	A	0.99996	system
3404886	3405008	A	1.0	and
3405014	3405136	A	0.84397	its
3405158	3405532	A	0.81044	environment
3405596	3405776	A	0.99996	are
3405798	3406252	A	0.98628	identical.
3406316	3406496	A	0.90011	They
3406518	3406656	A	0.95989	are.
3406678	3406912	A	0.6	And
3406966	3407088	A	0.99927	they
3407094	3407264	A	0.99878	have
3407302	3407504	A	0.99974	different
3407542	3407916	A	0.65787	degrees
3407948	3408144	A	1.0	of
3408182	3408700	A	0.50973	freedom.
3408780	3409072	A	0.56475	Okay,
3409126	3409344	A	0.99559	so
3409382	3409536	A	0.99961	this
3409558	3409888	A	0.62054	is
3409974	3410610	A	0.99037	just
3411140	3411724	A	0.57143	addresses
3411772	3411936	A	1.0	the
3411958	3412288	A	0.99988	question
3412374	3412576	A	1.0	I
3412598	3412784	A	0.9997	just
3412822	3413452	A	0.98602	posed.
3413596	3413856	A	0.99913	It
3413878	3414064	A	0.9981	means
3414102	3414256	A	0.93702	that
3414278	3414428	A	0.88	the
3414454	3414784	A	0.99915	joint
3414832	3415476	A	0.99815	state
3415658	3416004	A	0.59325	is
3416042	3416292	A	0.99763	not
3416346	3417220	A	0.87239	separable
3419320	3419684	A	0.99962	into
3419722	3419876	A	1.0	a
3419898	3420180	A	1.0	system
3420250	3420484	A	1.0	S
3420522	3420724	A	0.77	and
3420762	3421232	A	0.99534	environment
3421296	3421860	A	0.73	e.
3422010	3422324	A	0.673	Their
3422362	3422612	A	0.76	states
3422666	3422836	A	1.0	are
3422858	3422996	A	0.99999	no
3423018	3423252	A	0.99998	longer
3423306	3423776	A	0.68568	conditionally
3423808	3424684	A	0.46062	independent.
3424832	3425144	A	0.90784	This
3425182	3425336	A	0.99999	is
3425358	3425796	A	0.99993	distinct
3425828	3425976	A	0.99998	from
3425998	3426356	A	0.996	thermal
3426388	3427060	A	0.72408	equilibrium,
3427140	3427384	A	0.99999	which
3427422	3427624	A	0.99999	means
3427662	3427768	A	0.99999	that
3427774	3427944	A	0.59327	they
3427982	3428232	A	0.99997	have
3428286	3428456	A	1.0	the
3428478	3428712	A	1.0	same
3428766	3429252	A	0.99889	temperature
3429316	3429544	A	0.9999	while
3429582	3429956	A	0.98374	remaining
3429988	3430760	A	0.67092	separable
3431580	3431944	A	1.0	and
3431982	3432184	A	0.99936	that
3432222	3432472	A	0.5567	their
3432526	3433044	A	0.99964	interaction
3433092	3433208	A	0.9999	can
3433214	3433384	A	0.99058	be
3433422	3434004	A	0.99933	characterized
3434052	3434216	A	0.99998	as
3434238	3434376	A	0.99	the
3434398	3434584	A	0.99657	change
3434622	3434728	A	1.0	of
3434734	3435044	A	0.56091	thermal
3435092	3435988	A	0.98801	fluctuations
3436084	3436296	A	0.99	I
3436318	3436456	A	0.92	E
3436478	3437160	A	0.80815	noise.
3439760	3440268	A	0.53434	So
3440354	3440508	A	1.0	I
3440514	3440636	A	0.99997	guess
3440658	3440796	A	1.0	this
3440818	3440908	A	0.99995	is
3440914	3440988	A	1.0	a
3440994	3441164	A	1.0	nice
3441202	3441416	A	0.90627	warm
3441448	3441596	A	0.99131	up
3441618	3441804	A	0.99869	for
3441842	3442044	A	0.99984	things
3442082	3442188	A	0.99999	that
3442194	3442316	A	0.99958	are
3442338	3442476	A	1.0	to
3442498	3442876	A	0.99966	come.
3442978	3443532	A	0.99983	But
3443666	3443916	A	1.0	I
3443938	3444124	A	0.99997	do
3444162	3444316	A	1.0	think
3444338	3444572	A	0.99996	that
3444626	3445230	A	0.99866	this
3445840	3446590	A	0.63078	whole
3447280	3447692	A	0.63773	idea
3447746	3447916	A	1.0	of
3447938	3448296	A	0.88859	emergent
3448328	3448572	A	0.99899	space
3448626	3448808	A	0.99968	is
3448834	3449024	A	0.99689	going
3449062	3449216	A	1.0	to
3449238	3449810	A	0.97614	be
3451700	3452640	A	0.56573	possibly
3453220	3453488	A	1.0	one
3453494	3453616	A	0.99	of
3453638	3453728	A	1.0	the
3453734	3453904	A	0.99992	most
3453942	3454192	A	0.99966	important
3454246	3454368	A	0.71349	in
3454374	3454496	A	0.78	the
3454518	3455090	A	0.98827	course,
3458100	3458416	A	0.92	and
3458438	3458588	A	0.58978	it's
3458604	3458688	A	0.97248	going
3458694	3458768	A	1.0	to
3458774	3459088	A	0.99813	help
3459174	3459376	A	0.86	the
3459398	3459596	A	0.9523	gap
3459628	3459824	A	0.99999	between
3459862	3460016	A	1.0	the
3460038	3460512	A	0.96587	class
3460646	3460992	A	0.96	and
3461046	3461436	A	0.49408	quantum
3461468	3461976	A	0.79944	formulations,
3462028	3462196	A	0.99828	for
3462218	3462790	A	0.98914	sure.
3464440	3464912	B	0.51521	Dean,
3464976	3465168	B	0.99962	what's
3465184	3465364	B	0.87036	your
3465402	3465604	B	0.99967	take
3465642	3465796	B	0.99991	on
3465818	3466390	B	0.72931	this?
3467160	3467476	C	0.99909	What
3467498	3467684	C	0.99	I
3467722	3467924	C	0.99999	saw
3467962	3468212	C	0.99946	was
3468266	3468724	C	0.99985	that
3468842	3469076	C	0.99989	when
3469098	3469236	C	0.99929	you
3469258	3469444	C	0.94917	have
3469482	3469636	C	0.99992	that
3469658	3469796	C	0.99937	kind
3469818	3470052	C	1.0	of
3470106	3470624	C	0.99558	alignment,
3470672	3470836	C	0.99957	that
3470858	3471092	C	0.99298	perfect
3471146	3471940	C	0.67047	alignment,
3472760	3473076	C	0.99343	that
3473098	3473332	C	0.6521	was
3473386	3473700	C	0.99	one
3473770	3473968	C	0.99756	that
3473994	3474232	C	0.99995	was
3474286	3474890	C	1.0	D
3475420	3476170	C	0.99946	in
3476940	3477544	C	0.99891	that
3477662	3478212	C	0.98774	diagram,
3478276	3478600	C	0.99981	right?
3478670	3478856	C	0.99989	That
3478878	3479112	C	0.99997	was
3479166	3479432	C	1.0	one
3479486	3480090	C	0.97282	state
3480780	3481144	C	1.0	of
3481182	3481336	C	1.0	a
3481358	3482004	C	0.89124	complex
3482132	3482472	C	0.99998	state
3482526	3482744	C	0.99999	that
3482782	3483204	C	0.84009	included
3483252	3483416	C	0.99974	an
3483438	3483624	C	1.0	A
3483662	3483768	C	1.0	and
3483774	3483896	C	0.65	a
3483918	3484104	C	1.0	B
3484142	3484248	C	1.0	and
3484254	3484376	C	1.0	a
3484398	3484632	C	1.0	C
3484686	3485192	C	0.99	and
3485326	3485624	C	0.99998	probably
3485662	3485816	C	0.83	a
3485838	3486024	C	0.99996	whole
3486062	3486240	C	0.69777	bunch
3486260	3486396	C	0.86	of
3486418	3486748	C	0.99992	other
3486834	3487228	C	0.99993	ways
3487314	3487950	C	0.98145	that
3489360	3490012	C	0.69866	yeah,
3490146	3490588	C	0.82592	right.
3490674	3491212	C	0.99993	So
3491346	3491740	C	0.9539	that
3491810	3492430	C	1.0	one
3492960	3493468	C	0.99997	state
3493554	3493756	C	1.0	where
3493778	3494056	C	0.6939	you've
3494088	3494524	C	0.78859	got
3494642	3494924	C	1.0	this
3494962	3495116	C	1.0	kind
3495138	3495276	C	1.0	of
3495298	3496220	C	0.60945	entanglement
3497520	3497976	C	0.9749	isn't
3498008	3498252	C	0.53802	into
3498306	3499012	C	0.99989	perpetuity.
3499096	3499296	C	0.85769	Like
3499318	3499408	C	0.99999	you
3499414	3499596	C	0.99996	don't
3499628	3499776	C	1.0	get
3499798	3499936	C	0.99998	there
3499958	3500096	C	0.87	and
3500118	3500352	C	0.99925	then
3500406	3500624	C	0.99995	stay
3500662	3501008	C	1.0	there.
3501094	3501296	C	1.0	And
3501318	3501596	C	0.97369	that's
3501628	3501824	C	0.9762	where,
3501862	3502016	C	1.0	I
3502038	3502610	C	0.99993	think,
3503700	3504064	C	1.0	the
3504102	3504352	C	1.0	question
3504406	3504576	C	1.0	of
3504598	3505356	C	0.61916	separability
3505468	3505792	C	0.91	and
3505846	3506880	C	0.99643	complexity,
3508100	3508512	C	0.61203	it
3508566	3508832	C	0.99998	still
3508886	3509200	C	1.0	works
3509270	3509600	C	0.99994	because
3509670	3509904	C	0.99995	just
3509942	3510192	C	0.99991	because
3510246	3510652	C	0.90345	you've
3510716	3511404	C	0.99989	momentarily
3511452	3511756	C	0.66256	gotten
3511788	3511996	C	1.0	to
3512038	3512196	C	1.0	a
3512218	3512548	C	0.99999	place
3512634	3512836	C	0.99999	that
3512858	3513284	C	0.99452	we
3513402	3514176	C	0.96305	define
3514288	3514516	C	0.99996	here
3514538	3514724	C	0.9943	as
3514762	3515204	C	1.0	D
3515322	3515616	C	0.99791	doesn't
3515648	3515796	C	1.0	mean
3515818	3516004	C	0.99996	you
3516042	3516292	C	1.0	stay
3516346	3516564	C	1.0	there
3516602	3517540	C	0.67942	indefinitely.
3517880	3518196	C	0.99998	You
3518218	3518356	C	0.99911	could
3518378	3518516	C	1.0	be
3518538	3518896	C	0.99517	swapping
3518928	3519124	C	0.99905	around
3519162	3519364	C	0.62	to
3519402	3519604	C	1.0	B
3519642	3519796	C	1.0	and
3519818	3520004	C	0.56	C
3520042	3520244	C	0.98	and
3520282	3520870	C	1.0	A
3521240	3521556	C	0.99993	in
3521578	3521716	C	1.0	the
3521738	3522164	C	0.99999	next
3522282	3523140	C	0.95373	instant.
3523740	3524490	C	0.94965	So
3525740	3526056	C	0.97	at
3526078	3526264	C	0.99992	least
3526302	3526504	C	0.99999	that
3526542	3526836	C	0.99993	holds
3526868	3527016	C	1.0	the
3527038	3527652	C	0.96997	complexity
3527716	3528040	C	0.99997	piece
3528110	3528730	C	0.99643	up.
3529900	3530360	C	0.99986	That
3530430	3531050	C	1.0	moment
3531420	3531784	C	0.99976	for
3531822	3532168	C	0.99997	however
3532254	3532504	C	1.0	long
3532542	3532696	C	0.99999	that
3532718	3533000	C	0.99999	moment
3533070	3533544	C	0.99999	is.
3533662	3533944	C	0.99999	Where
3533982	3534184	C	1.0	X
3534222	3534376	C	0.6	A
3534398	3534536	C	1.0	and
3534558	3534744	C	1.0	X
3534782	3534936	C	0.8	B
3534958	3535144	C	0.9999	are
3535182	3535952	C	0.86336	aligned
3536116	3536536	C	0.81685	isn't
3536568	3537420	C	0.96058	permanent.
3537760	3538316	C	0.98449	So
3538418	3538696	C	0.87167	it's
3538728	3538924	C	0.99999	not
3538962	3539464	C	0.77388	predictable
3539512	3539676	C	1.0	in
3539698	3539884	C	1.0	that
3539922	3540316	C	0.99999	sense.
3540418	3540824	C	0.99689	Therefore
3540872	3541084	C	0.94822	it
3541122	3541516	C	0.99997	is
3541618	3542460	C	0.99602	complex.
3543280	3543644	C	1.0	I
3543682	3543884	C	1.0	still
3543922	3544088	C	0.99997	don't
3544104	3544284	C	0.99999	know
3544322	3544524	C	0.9998	how
3544562	3544716	C	0.99992	we
3544738	3545020	C	0.99991	get,
3545090	3545710	C	0.99921	though,
3546160	3546620	C	0.99851	that
3546690	3546876	C	1.0	the
3546898	3547336	C	0.72686	closer
3547368	3547516	C	1.0	we
3547538	3547676	C	0.99999	get
3547698	3547836	C	1.0	to
3547858	3548344	C	0.54181	agreement,
3548392	3548508	C	1.0	the
3548514	3548936	C	0.96993	more
3549058	3549660	C	0.99938	complex
3549740	3550032	C	0.99997	things
3550086	3550690	C	0.9999	are.
3551700	3552204	C	0.99974	Unless
3552252	3552428	C	0.99999	we're
3552444	3552672	C	0.99978	just
3552726	3552992	C	0.99999	talking
3553046	3553360	C	0.99998	about
3553430	3553952	C	1.0	D
3554086	3554384	C	0.99999	in
3554422	3554624	C	0.99999	this
3554662	3555036	C	0.99535	array
3555068	3555264	C	1.0	of
3555302	3555932	C	0.94296	ABC
3555996	3556224	C	1.0	and
3556262	3556850	C	0.99	D
3558660	3559024	C	0.80865	that
3559062	3559264	C	1.0	goes
3559302	3559456	C	1.0	back
3559478	3559616	C	1.0	to
3559638	3559776	C	0.99979	that
3559798	3560124	C	0.61117	quantum
3560172	3560524	C	0.99999	reference
3560572	3560940	C	0.64056	frame.
3561020	3561216	C	1.0	I
3561238	3561424	C	0.99996	think,
3561462	3561616	C	0.99703	like
3561638	3561788	C	1.0	I
3561814	3562244	C	0.99999	said,
3562362	3562980	C	0.86958	again,
3563130	3563492	C	0.99998	maybe
3563546	3563920	C	0.97956	I'm
3564000	3564576	C	0.99997	interpreting
3564608	3564804	C	1.0	this
3564842	3565140	C	0.99999	wrong,
3565210	3565684	C	0.99998	but
3565802	3566084	C	0.99999	when
3566122	3566276	C	0.97	I
3566298	3566628	C	0.99998	message
3566714	3567350	C	0.87811	pass
3568440	3568756	C	1.0	the
3568778	3568964	C	1.0	reason
3569002	3569204	C	0.65396	why,
3569242	3569396	C	1.0	I
3569418	3569604	C	0.99995	have
3569642	3570084	C	1.0	to
3570202	3570576	C	1.0	literally
3570608	3570756	C	0.99999	give
3570778	3570916	C	0.99999	it
3570938	3571076	C	0.99995	over
3571098	3571188	C	1.0	to
3571194	3571268	C	1.0	the
3571274	3571444	C	0.99999	other
3571482	3571924	C	1.0	person
3572042	3572324	C	1.0	and
3572362	3572612	C	0.88333	let
3572666	3573220	C	1.0	them
3573370	3573684	C	0.99998	have
3573722	3573924	C	0.99998	it.
3573962	3574116	C	1.0	I
3574138	3574684	C	0.99998	can't
3574832	3575144	C	0.99988	have
3575182	3575384	C	0.99999	them
3575422	3575844	C	0.99999	copy.
3575892	3576056	C	1.0	What
3576078	3576228	C	0.99997	I'm
3576244	3576810	C	0.99997	doing
3577500	3577864	C	0.99946	is
3577902	3578200	C	0.99998	because
3578270	3578552	C	0.52211	there
3578606	3578824	C	0.9999	has
3578862	3579016	C	1.0	to
3579038	3579610	C	0.99992	be,
3580540	3580904	C	0.76	I
3580942	3581096	C	0.99999	guess
3581118	3581304	C	0.92922	that
3581342	3581972	C	0.99777	reinforces
3582036	3582216	C	1.0	the
3582238	3582868	C	0.99873	separability
3582964	3583272	C	0.99999	piece
3583326	3583496	C	1.0	of
3583518	3583656	C	1.0	this
3583678	3583864	C	0.91824	as
3583902	3584488	C	1.0	well,
3584654	3584936	C	1.0	the
3584958	3585096	C	0.99999	fact
3585118	3585304	C	0.58902	that
3585342	3585496	C	1.0	I
3585518	3585716	C	0.99992	can't
3585748	3585896	C	1.0	give
3585918	3586104	C	0.99988	them
3586142	3586260	C	1.0	a
3586270	3586616	C	0.83216	copy,
3586648	3586796	C	0.99919	that
3586818	3587196	C	0.99	I
3587298	3587516	C	0.99965	can
3587538	3587724	C	0.99999	only
3587762	3587916	C	0.99995	give
3587938	3588124	C	0.99832	them
3588162	3588364	C	0.63	the
3588402	3588796	C	0.99999	information,
3588898	3589068	C	1.0	and
3589074	3589244	C	0.98978	then
3589282	3589496	C	0.99821	they've
3589528	3589676	C	0.99403	got
3589698	3590076	C	0.99	to
3590178	3590444	C	0.99429	sort
3590482	3590684	C	1.0	of
3590722	3591096	C	0.99865	unpack
3591128	3591710	C	0.99948	it
3593680	3593996	C	0.99878	in
3594018	3594156	C	0.99992	their
3594178	3594364	C	0.99995	own
3594402	3594604	C	1.0	way
3594642	3594796	C	1.0	of
3594818	3595052	C	0.99998	taking
3595106	3595276	C	0.99997	it
3595298	3595870	C	0.99997	off
3596480	3596844	C	1.0	the
3596882	3597640	C	0.92098	boundary.
3597800	3598172	C	0.95906	But
3598226	3598830	C	0.99846	again,
3600500	3600864	C	0.93	I
3600902	3601244	C	0.50052	struggle
3601292	3601456	C	0.99998	with
3601478	3602048	C	0.95869	this.
3602214	3602960	C	0.47603	I'm
3603620	3604156	C	0.52107	guilty
3604188	3604384	C	0.97813	as
3604422	3604684	C	0.75337	charged,
3604732	3605424	C	0.97282	but
3605622	3605936	C	0.99886	what
3605958	3606156	C	0.99749	I'm
3606188	3606336	C	0.99999	trying
3606358	3606496	C	1.0	to
3606518	3606944	C	0.99996	do
3607062	3607344	C	0.9998	is
3607382	3607536	C	0.96807	trying
3607558	3607648	C	1.0	to
3607654	3607776	C	0.99972	come
3607798	3607888	C	0.99997	up
3607894	3608016	C	0.99697	with
3608038	3608176	C	0.99999	my
3608198	3608384	C	0.95368	own
3608422	3609212	C	0.62708	narrative,
3609356	3609616	C	0.99988	so
3609638	3609824	C	0.99988	that
3609862	3610016	C	0.99997	what
3610038	3610284	C	0.94055	Chris
3610332	3610544	C	0.99979	is
3610582	3611170	C	0.99991	saying
3612740	3613116	C	0.99701	makes
3613158	3613652	C	0.99997	sense
3613786	3614036	C	1.0	to
3614058	3614580	C	0.99246	me,
3614730	3614996	C	0.99978	as
3615018	3615344	C	0.9862	opposed
3615392	3615556	C	1.0	to
3615578	3615764	C	0.97804	make
3615802	3616052	C	0.99996	sense
3616106	3616324	C	1.0	to
3616362	3616516	C	1.0	the
3616538	3616772	C	0.99997	world,
3616826	3616948	C	0.99998	which
3616954	3617076	C	0.99992	is
3617098	3617236	C	0.99971	what
3617258	3617456	C	0.99894	Chris
3617488	3617636	C	0.99979	is
3617658	3617844	C	0.99994	trying
3617882	3618036	C	1.0	to
3618058	3618630	C	0.99372	do.
3620440	3620816	B	0.9991	I'll
3620848	3621044	B	0.99999	try
3621082	3621236	B	0.99998	with
3621258	3621540	B	0.99997	another
3621610	3622512	B	0.99986	speculative
3622656	3623540	B	0.8248	fiction.
3623900	3624650	B	0.99883	So
3625340	3625716	B	0.63109	there's
3625748	3625944	B	0.97	a
3625982	3626570	B	0.99999	screen
3627420	3627880	B	1.0	between,
3627950	3628196	B	0.94756	let's
3628228	3628376	B	0.99914	just
3628398	3628632	B	0.99997	say,
3628686	3629048	B	1.0	the
3629134	3629524	B	0.99733	stage
3629572	3629688	B	1.0	and
3629694	3629816	B	1.0	the
3629838	3630212	B	0.99776	audience
3630276	3630456	B	1.0	or
3630478	3630712	B	0.99998	whatever.
3630766	3630948	B	0.99994	It's
3630964	3631048	B	1.0	a
3631054	3631780	B	0.98271	holographic
3631860	3632392	B	0.99999	screen.
3632526	3632776	B	1.0	And
3632798	3632936	B	1.0	on
3632958	3633096	B	0.99999	each
3633118	3633256	B	1.0	side
3633278	3633416	B	1.0	of
3633438	3633528	B	1.0	the
3633534	3634040	B	0.76677	screen,
3634190	3634692	B	0.76422	there's
3634756	3635370	B	0.99999	some
3636240	3637080	B	0.99931	embodied
3637160	3637790	B	1.0	object.
3638400	3638764	B	0.99997	So
3638802	3639004	B	0.99999	that
3639042	3639292	B	1.0	means
3639346	3639950	B	0.99999	that
3641840	3642216	B	0.62189	it's
3642248	3642348	B	1.0	a
3642354	3642664	B	0.9999	volume
3642712	3643352	B	0.99908	enclosing
3643416	3644028	B	0.99999	object
3644194	3644572	B	0.99999	because
3644626	3644988	B	0.59071	points
3645074	3645324	B	1.0	and
3645362	3645656	B	0.99981	lines
3645688	3645836	B	1.0	and
3645858	3646552	B	0.98831	planes
3646696	3647004	B	0.99999	are
3647042	3647292	B	1.0	only
3647346	3648072	B	0.98775	abstractions.
3648136	3648460	B	1.0	Every
3648530	3648824	B	1.0	real
3648882	3649244	B	0.99998	physical
3649292	3649600	B	0.99999	object
3649670	3650204	B	0.69466	encloses
3650252	3650892	B	0.99998	volume.
3651036	3651296	B	1.0	And
3651318	3651984	B	0.73997	now
3652182	3652544	B	1.0	a
3652582	3652928	B	0.99998	light
3653014	3653264	B	0.97759	is
3653302	3653408	B	0.99978	going
3653414	3653536	B	1.0	to
3653558	3653696	B	0.99996	be
3653718	3653952	B	1.0	coming
3654006	3654272	B	1.0	from
3654326	3654832	B	0.98089	behind
3654966	3655360	B	0.69125	each
3655430	3656144	B	0.99999	object
3656342	3657052	B	0.52239	facing
3657116	3657344	B	1.0	the
3657382	3657920	B	0.99999	screen.
3658070	3658384	B	0.98	And
3658422	3658636	B	0.99998	that's
3658668	3658864	B	1.0	this
3658902	3659056	B	0.99999	kind
3659078	3659650	B	1.0	of
3660980	3661516	B	0.9992	cone
3661548	3661648	B	1.0	that
3661654	3661836	B	0.99995	we're
3661868	3662016	B	1.0	seeing
3662038	3662188	B	0.89986	from
3662214	3662404	B	1.0	each
3662442	3662644	B	0.99985	side.
3662682	3662848	B	0.99665	It's
3662864	3662948	B	0.99999	like
3662954	3663076	B	1.0	the
3663098	3663456	B	0.99999	shadow
3663488	3664048	B	0.60481	cast
3664144	3664500	B	0.99994	by
3664570	3664756	B	1.0	the
3664778	3665348	B	0.99999	object.
3665514	3665796	B	0.99995	So
3665818	3665956	B	0.99994	if
3665978	3666116	B	1.0	the
3666138	3666372	B	1.0	object
3666426	3666644	B	0.67822	was
3666682	3666788	B	1.0	a
3666794	3667424	B	0.54248	sphere,
3667552	3667892	B	0.99999	then
3667946	3668116	B	1.0	it
3668138	3668276	B	0.99999	would
3668298	3668436	B	1.0	be
3668458	3669072	B	0.90918	projecting
3669136	3669364	B	0.99998	down
3669402	3669652	B	0.69	to
3669706	3669876	B	1.0	a
3669898	3670560	B	0.99931	circle
3670720	3671536	B	0.93957	onto
3671648	3672212	B	0.53	the
3672346	3673076	B	0.99999	screen.
3673258	3673700	B	0.98536	If
3673770	3674148	B	1.0	the
3674234	3674656	B	0.99995	shape
3674688	3674992	B	0.95358	were
3675066	3675304	B	0.97	a
3675342	3675684	B	0.99883	cube,
3675732	3675896	B	0.70744	it
3675918	3676056	B	0.99995	could
3676078	3676648	B	0.95143	be
3676814	3677476	B	0.6115	projecting
3677508	3677704	B	0.99988	down.
3677742	3677848	B	1.0	And
3677854	3678264	B	0.9469	so
3678382	3678664	B	0.99996	where
3678702	3678856	B	1.0	the
3678878	3679112	B	0.99774	light
3679166	3679384	B	1.0	is
3679422	3680360	B	0.99849	positioned
3680780	3681192	B	0.9999	is
3681246	3681850	B	1.0	the
3682460	3683300	B	0.46448	perspective
3683380	3683672	B	0.99997	that
3683726	3684040	B	0.9992	that
3684110	3684612	B	0.54044	cognitive
3684676	3685092	B	0.98372	entity
3685156	3685480	B	0.53937	is
3685550	3686170	B	0.99993	taking
3686620	3686984	B	0.99999	on
3687022	3687656	B	0.99993	its
3687838	3688920	B	0.84521	QRF.
3689420	3689784	B	1.0	Those
3689822	3690160	B	0.71105	lights
3690180	3690364	B	0.89626	could
3690402	3690604	B	0.99999	move.
3690642	3690796	B	0.99995	So
3690818	3690956	B	0.99999	now
3690978	3691068	B	0.99999	we
3691074	3691196	B	0.99999	have
3691218	3691356	B	0.57	the
3691378	3691660	B	0.99997	situation
3691730	3691868	B	0.99963	where
3691874	3691996	B	0.99	the
3692018	3692156	B	1.0	two
3692178	3692728	B	0.98856	spotlights
3692744	3692876	B	1.0	are
3692898	3693420	B	0.99997	moving.
3693570	3693884	B	0.99991	Maybe
3693922	3694028	B	1.0	the
3694034	3694344	B	0.58569	shapes
3694392	3694556	B	0.99999	are
3694578	3694776	B	0.99998	staying
3694808	3694908	B	1.0	the
3694914	3695180	B	0.96884	same,
3695250	3695484	B	0.99991	maybe
3695522	3695736	B	0.99916	they're
3695768	3696104	B	0.99998	changing
3696152	3696748	B	0.9994	too.
3696914	3697196	B	1.0	And
3697218	3697448	B	0.79514	it's
3697464	3697836	B	0.99782	like
3697938	3698252	B	1.0	two
3698306	3698680	B	0.99998	search
3698770	3699580	B	0.65078	lights
3699740	3700364	B	0.99969	scanning
3700412	3700816	B	0.99999	across
3700918	3701570	B	0.99999	this
3702260	3702912	B	0.69	B
3703046	3704000	B	0.86694	oval
3705060	3705904	B	1.0	and
3706102	3706704	B	0.99998	sometimes
3706822	3707488	B	0.99999	they
3707654	3708080	B	0.99999	are
3708150	3708684	B	0.99998	perfectly
3708732	3709036	B	0.99972	locked
3709068	3709456	B	0.60341	or
3709558	3709776	B	0.99971	there
3709798	3709936	B	1.0	could
3709958	3710096	B	0.99999	be
3710118	3710256	B	1.0	a
3710278	3710608	B	1.0	situation
3710694	3710896	B	1.0	where
3710918	3711176	B	0.99891	they're
3711228	3711888	B	0.97535	perfectly
3711984	3712980	B	0.9995	aligned
3713560	3713924	B	1.0	or
3713962	3714116	B	0.99998	there
3714138	3714276	B	0.96941	could
3714298	3714436	B	1.0	be
3714458	3714976	B	0.99997	situations
3715008	3715156	B	1.0	where
3715178	3715504	B	0.99912	they're
3715552	3716416	B	0.81383	totally
3716608	3717620	B	0.997	disjoint.
3719720	3720084	B	1.0	And
3720122	3720276	B	1.0	each
3720298	3720436	B	1.0	of
3720458	3720692	B	1.0	those
3720746	3721472	B	0.99846	situations
3721536	3721812	B	0.99999	have
3721866	3722132	B	0.99999	different
3722186	3723140	B	0.99682	implications
3724300	3725050	B	0.99991	for
3725660	3726410	B	0.99997	what
3726940	3727736	B	0.84	one
3727918	3728820	B	0.99036	entity
3728980	3729880	B	0.7667	sees
3730860	3731272	B	1.0	when
3731326	3731592	B	0.99998	it
3731646	3731912	B	0.99999	looks
3731966	3732184	B	1.0	at
3732222	3732376	B	1.0	the
3732398	3732970	B	0.99998	screen.
3733500	3733912	B	0.99997	Maybe
3733966	3734376	B	0.99222	like
3734478	3734744	B	1.0	the
3734782	3735156	B	0.99997	shadow
3735188	3735336	B	0.99998	is
3735358	3735496	B	1.0	the
3735518	3735704	B	1.0	only
3735742	3735944	B	1.0	part
3735982	3736184	B	0.99999	where
3736222	3736388	B	1.0	you
3736414	3736604	B	0.99965	can
3736642	3737230	B	0.99982	see
3737600	3738012	B	0.99997	because
3738066	3738236	B	1.0	the
3738258	3738396	B	0.99999	rest
3738418	3738556	B	1.0	of
3738578	3738716	B	1.0	it
3738738	3739020	B	0.99999	is
3739090	3739372	B	0.99918	too
3739426	3739944	B	0.99942	blinding
3739992	3740156	B	1.0	or
3740178	3740412	B	1.0	something
3740466	3740684	B	1.0	like
3740722	3741404	B	0.99985	that.
3741602	3741916	B	1.0	And
3741938	3742124	B	0.99996	so
3742162	3742460	B	0.99989	then
3742530	3742908	B	0.67527	if
3742994	3743256	B	0.99981	we're
3743288	3743484	B	0.99998	in
3743522	3743820	B	0.99998	case
3743890	3744172	B	1.0	A
3744226	3744830	B	0.59647	here
3745600	3746350	B	0.99986	where
3746720	3747132	B	0.99999	maybe
3747186	3747548	B	0.58	B
3747634	3747976	B	0.99996	doesn't
3748008	3748252	B	1.0	have
3748306	3748524	B	0.98	a
3748562	3749064	B	0.99994	projection
3749112	3749276	B	0.99999	or
3749298	3749484	B	0.99996	maybe
3749522	3749896	B	0.96386	B's
3749928	3750248	B	0.92243	projection
3750264	3750504	B	0.96889	is
3750562	3751196	B	0.99682	totally
3751308	3751756	B	0.99997	somewhere
3751788	3752464	B	1.0	else,
3752662	3753072	B	0.99997	then
3753126	3753344	B	1.0	A
3753382	3753584	B	0.99677	is
3753622	3753776	B	0.99999	in
3753798	3754272	B	0.99999	this
3754406	3755452	B	0.77969	solipsistic
3755516	3755756	B	0.99987	I'm
3755788	3755936	B	1.0	the
3755958	3756236	B	0.99639	active
3756268	3756656	B	0.9998	agent
3756758	3757276	B	0.99989	interacting
