"Start Time","End Time","Transcript" 
"01;33;27;19","01;33;27;27","some"
"01;33;27;27","01;33;28;02","of"
"01;33;28;02","01;33;29;08","those"
"01;33;30;05","01;33;30;22","threads"
"01;33;30;22","01;33;31;05","into a"
"01;33;31;05","01;33;31;19","different"
"01;33;31;19","01;33;32;16","light,"
"01;33;33;25","01;33;34;03","and"
"01;33;34;03","01;33;34;15","especially"
"01;33;34;15","01;33;34;20","for"
"01;33;34;20","01;33;34;29","those"
"01;33;34;29","01;33;35;26","who"
"01;33;37;29","01;33;38;25","in this"
"01;33;38;25","01;33;39;17","semiotic"
"01;33;39;17","01;33;40;18","way"
"01;33;41;05","01;33;41;13","add"
"01;33;41;13","01;33;41;24","some"
"01;33;41;24","01;33;42;08","Bayesian"
"01;33;42;08","01;33;42;26","surprise,"
"01;33;42;26","01;33;43;07","some"
"01;33;43;07","01;33;43;26","cognitive"
"01;33;43;26","01;33;44;06","state"
"01;33;44;06","01;33;45;17","updating"
"01;33;45;29","01;33;46;03","from"
"01;33;46;03","01;33;46;09","any"
"01;33;46;09","01;33;46;18","number"
"01;33;46;18","01;33;46;20","of"
"01;33;46;20","01;33;46;28","different"
"01;33;46;28","01;33;49;17","things."
"01;33;49;17","01;33;49;29","That's"
"01;33;49;29","01;33;50;22","like"
"01;33;50;22","01;33;51;01","proof"
"01;33;51;01","01;33;51;04","of"
"01;33;51;04","01;33;52;21","concept"
"01;33;53;04","01;33;53;22","social"
"01;33;53;22","01;33;55;01","in action,"
"01;33;55;10","01;33;55;16","but"
"01;33;55;16","01;33;56;08","not in"
"01;33;56;08","01;33;58;14","a corroded"
"01;33;58;18","01;33;59;00","or"
"01;33;59;00","01;33;59;11","in a"
"01;33;59;11","01;34;00;04","performance"
"01;34;00;04","01;34;00;29","art."
"01;34;01;09","01;34;01;19","Although"
"01;34;01;19","01;34;01;28","who would say"
"01;34;01;28","01;34;02;02","it's"
"01;34;02;02","01;34;02;06","not"
"01;34;02;06","01;34;02;20","performance"
"01;34;02;20","01;34;03;04","art"
"01;34;03;12","01;34;03;18","but"
"01;34;03;18","01;34;04;23","still way"
"01;34;04;23","01;34;05;03","that"
"01;34;05;03","01;34;05;14","brings"
"01;34;05;14","01;34;05;17","the"
"01;34;05;17","01;34;06;00","realism"
"01;34;06;00","01;34;06;06","into"
"01;34;06;06","01;34;06;08","the"
"01;34;06;08","01;34;07;07","social"
"01;34;07;12","01;34;07;22","through"
"01;34;07;22","01;34;07;24","the"
"01;34;07;24","01;34;08;19","formal"
"01;34;08;19","01;34;09;05","and"
"01;34;09;15","01;34;10;15","doors."
"01;34;11;20","01;34;12;02","Dean"
"01;34;12;02","01;34;12;07","And"
"01;34;12;07","01;34;12;13","then"
"01;34;12;13","01;34;13;01","blue."
"01;34;14;07","01;34;14;11","I"
"01;34;14;11","01;34;14;26","think,"
"01;34;14;26","01;34;15;08","I think"
"01;34;15;08","01;34;15;17","I see"
"01;34;15;17","01;34;15;25","both"
"01;34;15;25","01;34;15;28","of"
"01;34;15;28","01;34;16;02","these"
"01;34;16;02","01;34;16;16","papers"
"01;34;16;16","01;34;16;19","as"
"01;34;16;19","01;34;17;03","pillars."
"01;34;17;03","01;34;17;12","I see"
"01;34;17;12","01;34;17;17","them"
"01;34;17;17","01;34;17;21","as"
"01;34;17;21","01;34;17;29","really"
"01;34;17;29","01;34;19;06","stabilizing"
"01;34;19;06","01;34;19;10","for"
"01;34;19;10","01;34;19;20","different"
"01;34;19;20","01;34;20;25","reasons."
"01;34;20;25","01;34;21;03","And I"
"01;34;21;03","01;34;21;06","would"
"01;34;21;06","01;34;21;17","rather"
"01;34;21;17","01;34;21;26","stand"
"01;34;21;26","01;34;21;29","on"
"01;34;21;29","01;34;22;07","both"
"01;34;22;07","01;34;23;13","of my feet"
"01;34;23;15","01;34;23;21","and"
"01;34;23;21","01;34;23;24","have"
"01;34;23;24","01;34;24;04","something"
"01;34;24;04","01;34;24;17","stable"
"01;34;24;17","01;34;24;22","under"
"01;34;24;22","01;34;25;00","both"
"01;34;25;00","01;34;25;03","of"
"01;34;25;03","01;34;25;09","them"
"01;34;25;09","01;34;25;14","than"
"01;34;25;14","01;34;25;24","try to"
"01;34;25;24","01;34;26;05","stand"
"01;34;26;05","01;34;26;19","on one"
"01;34;26;19","01;34;27;09","or"
"01;34;27;09","01;34;27;17","both"
"01;34;27;17","01;34;27;22","these"
"01;34;27;22","01;34;28;04","standing"
"01;34;28;04","01;34;28;18","on"
"01;34;29;04","01;34;29;15","one"
"01;34;29;15","01;34;30;12","cylinder."
"01;34;30;12","01;34;30;18","Because"
"01;34;30;18","01;34;31;00","I find"
"01;34;31;00","01;34;31;14","that"
"01;34;31;14","01;34;31;27","I find"
"01;34;31;27","01;34;32;15","that"
"01;34;32;16","01;34;32;26","just"
"01;34;32;26","01;34;33;04","based"
"01;34;33;04","01;34;33;14","on my"
"01;34;33;14","01;34;33;18","more"
"01;34;33;18","01;34;33;21","and"
"01;34;33;21","01;34;33;27","more"
"01;34;33;27","01;34;34;13","difficult."
"01;34;35;17","01;34;36;17","But as"
"01;34;36;17","01;34;36;27","as we"
"01;34;36;27","01;34;37;07","tried"
"01;34;37;07","01;34;37;10","to"
"01;34;37;10","01;34;37;19","take"
"01;34;37;19","01;34;37;23","up"
"01;34;37;23","01;34;38;00","this"
"01;34;38;00","01;34;38;06","new"
"01;34;38;06","01;34;38;20","season"
"01;34;38;20","01;34;38;25","of"
"01;34;38;25","01;34;39;04","live"
"01;34;39;04","01;34;39;16","streams"
"01;34;39;16","01;34;39;20","and"
"01;34;39;20","01;34;40;04","bringing"
"01;34;40;04","01;34;40;22","two things"
"01;34;40;22","01;34;41;18","together"
"01;34;41;18","01;34;41;23","that"
"01;34;41;23","01;34;42;00","felt"
"01;34;42;00","01;34;42;08","like a"
"01;34;42;08","01;34;42;24","frontier"
"01;34;42;24","01;34;43;22","moment."
"01;34;44;00","01;34;44;06","And"
"01;34;44;06","01;34;44;18","I think"
"01;34;44;18","01;34;44;27","that"
"01;34;44;27","01;34;45;06","one"
"01;34;45;06","01;34;45;13","of the"
"01;34;45;13","01;34;45;24","things"
"01;34;45;24","01;34;46;05","that"
"01;34;46;23","01;34;48;10","I hope"
"01;34;48;10","01;34;48;24","we have"
"01;34;48;24","01;34;49;11","conveyed"
"01;34;49;11","01;34;50;23","is that"
"01;34;51;12","01;34;51;27","looking"
"01;34;51;27","01;34;52;14","at two"
"01;34;52;14","01;34;52;25","things"
"01;34;52;25","01;34;52;27","at"
"01;34;52;27","01;34;53;15","once"
"01;34;53;15","01;34;54;00","is by"
"01;34;54;00","01;34;54;11","nature"
"01;34;54;11","01;34;54;17","more"
"01;34;54;17","01;34;55;27","complicated,"
"01;34;55;27","01;34;56;04","not"
"01;34;56;04","01;34;56;21","necessarily"
"01;34;56;21","01;34;57;13","complex."
"01;34;57;13","01;34;57;19","The"
"01;34;57;19","01;34;58;07","complexity"
"01;34;58;07","01;34;59;02","exists"
"01;34;59;02","01;34;59;08","in"
"01;34;59;08","01;34;59;13","each"
"01;34;59;13","01;34;59;16","of"
"01;34;59;16","01;35;00;04","the papers."
"01;35;00;04","01;35;00;14","But"
"01;35;00;14","01;35;00;25","two,"
"01;35;00;25","01;35;01;04","to"
"01;35;01;04","01;35;01;12","look"
"01;35;01;12","01;35;01;22","at two"
"01;35;01;22","01;35;02;10","things"
"01;35;02;10","01;35;02;18","at"
"01;35;02;18","01;35;02;26","once"
"01;35;02;26","01;35;03;00","is"
"01;35;03;00","01;35;03;06","more"
"01;35;03;06","01;35;04;04","complicated"
"01;35;04;04","01;35;04;10","and"
"01;35;04;10","01;35;04;19","therefore"
"01;35;04;19","01;35;04;23","is"
"01;35;04;23","01;35;04;29","more"
"01;35;04;29","01;35;05;10","fraught"
"01;35;05;10","01;35;05;28","with"
"01;35;05;28","01;35;06;04","the"
"01;35;06;04","01;35;07;06","error"
"01;35;07;06","01;35;07;15","of the"
"01;35;07;15","01;35;07;27","trial"
"01;35;07;27","01;35;08;02","and"
"01;35;08;02","01;35;08;27","error"
"01;35;09;22","01;35;10;25","relationship."
"01;35;10;25","01;35;11;03","I'm"
"01;35;11;03","01;35;11;20","not"
"01;35;11;21","01;35;12;03","saying"
"01;35;12;03","01;35;12;07","that"
"01;35;12;07","01;35;12;11","we"
"01;35;12;11","01;35;12;18","made"
"01;35;12;18","01;35;12;19","it"
"01;35;12;19","01;35;12;26","much"
"01;35;12;26","01;35;13;12","mistakes,"
"01;35;13;12","01;35;13;16","but"
"01;35;13;16","01;35;14;11","I think"
"01;35;15;16","01;35;15;21","the"
"01;35;15;21","01;35;16;23","first"
"01;35;17;01","01;35;17;06","the"
"01;35;17;06","01;35;17;19","first"
"01;35;17;19","01;35;18;04","rule"
"01;35;18;04","01;35;18;10","of"
"01;35;18;10","01;35;19;03","generation"
"01;35;19;03","01;35;19;24","is"
"01;35;20;01","01;35;20;08","you"
"01;35;20;08","01;35;20;15","won't"
"01;35;20;15","01;35;20;24","get it"
"01;35;20;24","01;35;21;17","right"
"01;35;22;26","01;35;23;03","right"
"01;35;23;03","01;35;23;28","away."
"01;35;24;05","01;35;25;12","You will have to again"
"01;35;25;12","01;35;25;19","have"
"01;35;25;19","01;35;25;25","that"
"01;35;25;25","01;35;27;01","temporal"
"01;35;27;08","01;35;28;08","commitment"
"01;35;28;08","01;35;28;15","in"
"01;35;28;15","01;35;28;23","order"
"01;35;28;23","01;35;28;26","to"
"01;35;28;26","01;35;29;01","be"
"01;35;29;01","01;35;29;07","able"
"01;35;29;07","01;35;29;15","to get"
"01;35;29;15","01;35;29;24","wherever"
"01;35;29;24","01;35;30;04","the heck"
"01;35;30;04","01;35;30;17","you think"
"01;35;30;17","01;35;31;00","you're going."
"01;35;31;00","01;35;31;07","And"
"01;35;31;21","01;35;31;27","I"
"01;35;31;27","01;35;32;04","didn't"
"01;35;32;04","01;35;32;13","really"
"01;35;32;13","01;35;33;01","know"
"01;35;33;01","01;35;33;12","where"
"01;35;33;12","01;35;33;20","this"
"01;35;33;20","01;35;33;25","was"
"01;35;33;25","01;35;34;03","going"
"01;35;34;03","01;35;34;14","to go"
"01;35;34;14","01;35;34;24","other"
"01;35;34;24","01;35;35;06","than"
"01;35;36;05","01;35;36;10","I"
"01;35;36;10","01;35;36;18","wonder"
"01;35;36;18","01;35;36;22","what"
"01;35;36;22","01;35;37;07","happens"
"01;35;37;07","01;35;38;13","if we"
"01;35;38;13","01;35;39;01","don't"
"01;35;39;01","01;35;39;18","narrow"
"01;35;39;18","01;35;39;23","our"
"01;35;39;23","01;35;40;06","regime"
"01;35;40;06","01;35;40;10","of"
"01;35;40;10","01;35;41;09","attention"
"01;35;41;15","01;35;42;00","and"
"01;35;42;00","01;35;42;28","necessarily"
"01;35;42;28","01;35;43;08","know"
"01;35;43;08","01;35;43;26","we were"
"01;35;43;26","01;35;44;26","widening it."
"01;35;44;26","01;35;45;04","But"
"01;35;45;04","01;35;45;14","I did"
"01;35;45;14","01;35;46;01","know"
"01;35;46;12","01;35;48;07","at some point"
"01;35;48;07","01;35;48;21","we might"
"01;35;48;21","01;35;48;27","get"
"01;35;48;27","01;35;49;02","the"
"01;35;49;02","01;35;49;14","authors"
"01;35;49;14","01;35;49;25","coming"
"01;35;49;25","01;35;51;02","on and"
"01;35;51;02","01;35;51;20","asking"
"01;35;51;20","01;35;52;17","us,"
"01;35;52;25","01;35;53;12","asking"
"01;35;53;12","01;35;54;04","us"
"01;35;55;09","01;35;55;29","why"
"01;35;55;29","01;35;56;11","these two."
"01;35;56;11","01;35;56;14","I"
"01;35;56;14","01;35;56;18","don't"
"01;35;56;18","01;35;56;29","think"
"01;35;57;00","01;35;57;10","it has"
"01;35;57;10","01;35;57;13","to"
"01;35;57;13","01;35;58;01","necessarily"
"01;35;58;01","01;35;58;07","be"
"01;35;58;07","01;35;58;13","these"
"01;35;58;13","01;35;58;19","two"
"01;35;58;19","01;35;59;02","papers."
"01;35;59;02","01;35;59;06","It's"
"01;35;59;06","01;35;59;12","just"
"01;35;59;12","01;36;00;04","that"
"01;36;00;04","01;36;00;14","both"
"01;36;00;14","01;36;00;16","of"
"01;36;00;16","01;36;00;23","these"
"01;36;00;23","01;36;02;02","papers"
"01;36;02;12","01;36;02;23","create"
"01;36;02;23","01;36;03;05","and"
"01;36;03;08","01;36;03;20","create"
"01;36;03;20","01;36;04;09","a nice"
"01;36;04;09","01;36;05;26","symphony,"
"01;36;05;26","01;36;06;18","right?"
"01;36;06;20","01;36;07;18","So"
"01;36;07;19","01;36;08;03","it could be"
"01;36;08;03","01;36;08;09","any"
"01;36;08;09","01;36;08;17","set of"
"01;36;08;17","01;36;11;02","papers."
"01;36;11;02","01;36;11;18","It takes"
"01;36;11;18","01;36;13;10","a chocolatier"
"01;36;13;10","01;36;13;16","or"
"01;36;13;16","01;36;13;26","a wine"
"01;36;13;26","01;36;15;00","connoisseur"
"01;36;15;00","01;36;15;07","to"
"01;36;15;07","01;36;15;15","really"
"01;36;15;15","01;36;15;20","make"
"01;36;15;20","01;36;15;23","the"
"01;36;15;23","01;36;16;19","pairing"
"01;36;16;19","01;36;17;23","special."
"01;36;18;08","01;36;18;17","Yet"
"01;36;18;17","01;36;18;24","there's"
"01;36;18;24","01;36;19;28","other"
"01;36;20;01","01;36;20;23","situations"
"01;36;20;23","01;36;20;29","where"
"01;36;20;29","01;36;21;08","any"
"01;36;21;08","01;36;21;20","pairing"
"01;36;21;20","01;36;22;01","can be"
"01;36;22;01","01;36;22;16","potentially"
"01;36;22;16","01;36;22;29","fruitful"
"01;36;22;29","01;36;23;01","and"
"01;36;23;01","01;36;23;26","insightful."
"01;36;23;26","01;36;24;14","Like,"
"01;36;24;25","01;36;25;07","sometimes"
"01;36;25;07","01;36;25;09","I"
"01;36;25;09","01;36;25;14","think"
"01;36;25;14","01;36;25;20","about"
"01;36;25;20","01;36;25;25","that"
"01;36;25;25","01;36;25;29","in"
"01;36;25;29","01;36;26;14","a community"
"01;36;26;14","01;36;27;04","context."
"01;36;27;04","01;36;27;11","Like"
"01;36;27;11","01;36;27;15","you're"
"01;36;27;15","01;36;27;23","always"
"01;36;27;23","01;36;27;26","going"
"01;36;27;26","01;36;27;28","to"
"01;36;27;28","01;36;28;06","share"
"01;36;28;06","01;36;28;15","between"
"01;36;28;15","01;36;28;24","zero"
"01;36;28;24","01;36;28;27","and"
"01;36;28;27","01;36;29;07","one"
"01;36;29;07","01;36;30;15","context,"
"01;36;30;15","01;36;30;24","and"
"01;36;30;24","01;36;31;04","wherever"
"01;36;31;04","01;36;31;09","you"
"01;36;31;09","01;36;31;15","are on"
"01;36;31;15","01;36;31;19","that"
"01;36;31;19","01;36;32;08","continuum,"
"01;36;32;08","01;36;32;22","the parts"
"01;36;32;22","01;36;32;27","where"
"01;36;32;27","01;36;33;06","you're"
"01;36;33;06","01;36;33;25","sharing"
"01;36;33;25","01;36;34;02","is"
"01;36;34;02","01;36;34;13","awesome."
"01;36;34;13","01;36;34;16","In"
"01;36;34;16","01;36;34;26","the parts"
"01;36;34;26","01;36;34;29","where"
"01;36;34;29","01;36;35;04","you're"
"01;36;35;04","01;36;35;15","different."
"01;36;35;15","01;36;36;03","We can also"
"01;36;36;03","01;36;36;16","respect"
"01;36;36;16","01;36;36;25","as"
"01;36;36;25","01;36;37;15","great"
"01;36;37;15","01;36;38;00","or the"
"01;36;38;00","01;36;38;13","overlap"
"01;36;38;13","01;36;38;23","between"
"01;36;38;23","01;36;39;00","two"
"01;36;39;00","01;36;39;14","papers."
"01;36;39;14","01;36;39;27","Well,"
"01;36;39;27","01;36;40;09","the word"
"01;36;40;09","01;36;40;16","used"
"01;36;40;16","01;36;42;02","was opposite"
"01;36;42;02","01;36;42;09","or"
"01;36;42;09","01;36;42;15","it was"
"01;36;42;15","01;36;42;19","like"
"01;36;42;19","01;36;43;05","contrary"
"01;36;43;05","01;36;43;07","in"
"01;36;43;07","01;36;43;12","some"
"01;36;43;12","01;36;43;19","other"
"01;36;43;19","01;36;44;09","way."
"01;36;44;26","01;36;45;18","Okay."
"01;36;45;24","01;36;45;29","And"
"01;36;45;29","01;36;46;13","then"
"01;36;46;13","01;36;47;15","with a stance."
"01;36;47;15","01;36;47;22","So"
"01;36;47;22","01;36;48;01","then I"
"01;36;48;01","01;36;48;08","thought"
"01;36;48;08","01;36;49;13","of the"
"01;36;49;13","01;36;49;18","kind"
"01;36;49;18","01;36;49;22","of"
"01;36;49;22","01;36;50;06","like"
"01;36;50;12","01;36;50;28","games"
"01;36;50;28","01;36;51;11","where"
"01;36;51;11","01;36;51;21","people"
"01;36;51;21","01;36;51;25","have"
"01;36;51;25","01;36;51;28","to"
"01;36;51;28","01;36;52;12","stand"
"01;36;52;12","01;36;52;18","on a"
"01;36;52;18","01;36;52;28","single"
"01;36;52;28","01;36;53;15","pole"
"01;36;54;17","01;36;55;04","in a,"
"01;36;55;04","01;36;55;13","in a"
"01;36;55;13","01;36;56;02","tropical,"
"01;36;56;02","01;36;56;13","beautiful"
"01;36;56;13","01;36;57;19","location"
"01;36;57;25","01;36;58;03","and"
"01;36;58;03","01;36;58;08","try"
"01;36;58;08","01;36;58;12","not to"
"01;36;58;12","01;36;58;21","fall."
"01;36;58;21","01;36;58;23","So"
"01;36;58;23","01;36;59;07","I thought"
"01;36;59;07","01;36;59;15","when"
"01;36;59;15","01;36;59;17","you"
"01;36;59;17","01;36;59;20","have"
"01;36;59;20","01;36;59;27","both"
"01;36;59;27","01;37;00;06","feet,"
"01;37;00;06","01;37;00;10","like"
"01;37;00;10","01;37;00;14","you"
"01;37;00;14","01;37;00;20","said"
"01;37;00;20","01;37;01;15","on one"
"01;37;01;15","01;37;02;19","position"
"01;37;03;07","01;37;04;04","narrow"
"01;37;04;23","01;37;05;22","then"
"01;37;05;26","01;37;06;11","Buffetts"
"01;37;06;11","01;37;06;14","of"
"01;37;06;14","01;37;07;04","wind"
"01;37;07;04","01;37;07;29","are"
"01;37;07;29","01;37;08;17","assaults"
"01;37;08;17","01;37;08;24","on"
"01;37;08;24","01;37;09;01","your"
"01;37;09;05","01;37;09;22","equilibrium"
"01;37;09;22","01;37;10;00","steady"
"01;37;10;00","01;37;10;19","state,"
"01;37;10;28","01;37;11;15","especially"
"01;37;11;15","01;37;11;19","when"
"01;37;11;19","01;37;11;25","it's"
"01;37;11;25","01;37;12;12","like"
"01;37;12;12","01;37;12;20","which"
"01;37;12;20","01;37;12;29","one of"
"01;37;12;29","01;37;13;04","these"
"01;37;13;04","01;37;13;11","one"
"01;37;13;11","01;37;13;27","person"
"01;37;13;27","01;37;14;06","is"
"01;37;14;06","01;37;14;12","going"
"01;37;14;12","01;37;14;17","to be"
"01;37;14;17","01;37;14;19","a"
"01;37;14;19","01;37;15;21","professor"
"01;37;15;21","01;37;16;06","just"
"01;37;16;06","01;37;17;19","as an example."
"01;37;17;29","01;37;18;09","So"
"01;37;18;09","01;37;19;22","why not"
"01;37;19;23","01;37;21;04","resist"
"01;37;21;04","01;37;21;11","and"
"01;37;21;11","01;37;21;24","return"
"01;37;21;24","01;37;22;01","to a"
"01;37;22;01","01;37;22;16","fixed"
"01;37;22;16","01;37;23;14","mode?"
"01;37;24;05","01;37;24;17","Because"
"01;37;24;17","01;37;24;25","that's"
"01;37;24;25","01;37;25;00","like"
"01;37;25;00","01;37;25;06","sort"
"01;37;25;06","01;37;25;07","of"
"01;37;25;07","01;37;25;26","the mode"
"01;37;25;26","01;37;26;19","seeking"
"01;37;26;19","01;37;26;24","that"
"01;37;26;24","01;37;26;27","we"
"01;37;26;27","01;37;27;02","heard"
"01;37;27;02","01;37;27;12","about"
"01;37;27;12","01;37;27;17","in"
"01;37;27;17","01;37;27;24","some"
"01;37;27;24","01;37;27;29","of"
"01;37;27;29","01;37;28;20","Dalton"
"01;37;28;20","01;37;28;28","and"
"01;37;28;28","01;37;29;17","Maxwell's"
"01;37;29;17","01;37;29;28","recent"
"01;37;29;28","01;37;30;22","work."
"01;37;31;08","01;37;31;22","The fixed"
"01;37;31;22","01;37;32;03","mode"
"01;37;32;03","01;37;32;10","is the"
"01;37;32;10","01;37;32;18","center"
"01;37;32;18","01;37;32;20","of"
"01;37;32;20","01;37;33;23","gravity."
"01;37;35;01","01;37;35;07","And"
"01;37;35;07","01;37;35;18","then"
"01;37;35;18","01;37;36;17","another way"
"01;37;36;17","01;37;36;23","that"
"01;37;36;23","01;37;36;27","you"
"01;37;36;27","01;37;37;10","describe"
"01;37;37;10","01;37;37;13","with"
"01;37;37;13","01;37;38;01","I kind of"
"01;37;38;01","01;37;38;22","having"
"01;37;38;22","01;37;39;03","like a"
"01;37;39;03","01;37;40;02","nonzero"
"01;37;40;02","01;37;41;09","divergence"
"01;37;41;09","01;37;41;16","and"
"01;37;41;16","01;37;41;29","the space"
"01;37;41;29","01;37;42;15","between"
"01;37;42;15","01;37;42;22","is"
"01;37;42;22","01;37;43;06","like"
"01;37;43;07","01;37;44;00","in"
"01;37;44;02","01;37;44;27","basketball"
"01;37;44;27","01;37;45;12","the triple"
"01;37;45;12","01;37;45;25","threat"
"01;37;45;25","01;37;46;24","stance"
"01;37;46;24","01;37;47;04","because"
"01;37;47;04","01;37;47;07","you"
"01;37;47;07","01;37;47;17","could"
"01;37;47;17","01;37;48;06","dribble"
"01;37;48;06","01;37;48;14","or"
"01;37;48;14","01;37;49;01","pass"
"01;37;49;01","01;37;49;08","or"
"01;37;49;08","01;37;50;00","shoot"
"01;37;50;16","01;37;50;24","by"
"01;37;50;24","01;37;51;08","like"
"01;37;51;08","01;37;51;18","going"
"01;37;51;18","01;37;51;21","for"
"01;37;51;21","01;37;51;24","the"
"01;37;51;24","01;37;52;21","basket."
"01;37;53;05","01;37;53;22","And"
"01;37;53;22","01;37;53;27","yeah,"
"01;37;53;27","01;37;54;02","that's"
"01;37;54;02","01;37;54;03","a"
"01;37;54;03","01;37;54;18","different"
"01;37;54;18","01;37;55;15","stance."
"01;37;55;15","01;37;55;24","And"
"01;37;55;24","01;37;55;27","it's"
"01;37;55;27","01;37;56;09","also"
"01;37;56;09","01;37;56;13","in"
"01;37;56;13","01;37;56;16","a"
"01;37;56;16","01;37;57;04","field"
"01;37;57;04","01;37;57;10","of"
"01;37;57;10","01;37;59;09","affordances."
"01;37;59;09","01;37;59;19","So"
"01;37;59;19","01;37;59;24","it's"
"01;37;59;24","01;38;00;02","not"
"01;38;00;02","01;38;00;12","just"
"01;38;00;12","01;38;00;18","that"
"01;38;00;18","01;38;00;25","they're"
"01;38;00;25","01;38;01;01","in a"
"01;38;01;01","01;38;01;08","different"
"01;38;01;08","01;38;01;20","position."
"01;38;01;20","01;38;02;03","Like"
"01;38;02;03","01;38;02;17","the feet"
"01;38;02;17","01;38;02;25","here"
"01;38;02;25","01;38;02;29","are"
"01;38;02;29","01;38;03;05","not"
"01;38;03;05","01;38;03;14","much"
"01;38;03;14","01;38;03;27","wider"
"01;38;03;27","01;38;04;02","than"
"01;38;04;02","01;38;04;05","the"
"01;38;04;05","01;38;04;18","feet"
"01;38;04;18","01;38;05;00","here,"
"01;38;06;06","01;38;06;15","but"
"01;38;06;15","01;38;06;24","this"
"01;38;06;24","01;38;07;27","is the"
"01;38;07;27","01;38;08;12","invest"
"01;38;08;12","01;38;09;02","again"
"01;38;09;02","01;38;10;03","mood,"
"01;38;10;12","01;38;10;23","as"
"01;38;10;23","01;38;11;17","Peirce"
"01;38;11;17","01;38;11;25","would"
"01;38;11;25","01;38;12;07","have"
"01;38;13;02","01;38;13;12","maybe"
"01;38;13;12","01;38;13;22","alluded"
"01;38;13;22","01;38;14;12","to it,"
"01;38;14;19","01;38;15;01","that"
"01;38;15;01","01;38;15;17","in a"
"01;38;15;17","01;38;17;03","context"
"01;38;17;03","01;38;17;15","with"
"01;38;17;15","01;38;17;22","an"
"01;38;17;22","01;38;18;15","action,"
"01;38;18;15","01;38;19;02","ecological"
"01;38;19;02","01;38;19;20","psychology,"
"01;38;19;20","01;38;19;27","all of"
"01;38;19;27","01;38;20;04","that"
"01;38;20;04","01;38;20;13","in a"
"01;38;20;13","01;38;21;26","context"
"01;38;22;00","01;38;22;11","with"
"01;38;22;11","01;38;22;14","an"
"01;38;22;14","01;38;23;23","instrument"
"01;38;24;02","01;38;24;14","and"
"01;38;24;14","01;38;25;17","a game"
"01;38;26;05","01;38;26;24","and"
"01;38;26;24","01;38;27;11","something"
"01;38;27;11","01;38;27;26","outside"
"01;38;27;26","01;38;28;07","the game"
"01;38;28;07","01;38;28;10","that"
"01;38;28;10","01;38;28;26","supported"
"01;38;28;26","01;38;29;29","the game."
"01;38;30;16","01;38;31;06","All those"
"01;38;31;06","01;38;32;12","levels"
"01;38;32;15","01;38;32;22","are"
"01;38;32;22","01;38;32;29","in the"
"01;38;32;29","01;38;33;08","triple"
"01;38;33;08","01;38;33;21","threat."
"01;38;33;21","01;38;34;07","But"
"01;38;34;07","01;38;34;21","how did I"
"01;38;34;21","01;38;35;21","get here?"
"01;38;35;21","01;38;36;01","Why"
"01;38;36;01","01;38;36;09","am I"
"01;38;36;09","01;38;36;24","on"
"01;38;36;24","01;38;36;27","the"
"01;38;36;27","01;38;37;06","green"
"01;38;37;06","01;38;38;00","one"
"01;38;38;24","01;38;39;13","is"
"01;38;39;13","01;38;39;18","a"
"01;38;39;18","01;38;40;02","limited"
"01;38;40;02","01;38;41;10","context"
"01;38;41;10","01;38;42;13","and"
"01;38;45;17","01;38;46;02","I still think"
"01;38;46;02","01;38;46;20","that."
"01;38;46;25","01;38;47;07","Yes,"
"01;38;47;07","01;38;47;13","it's"
"01;38;47;13","01;38;47;21","still"
"01;38;47;21","01;38;48;02","highly"
"01;38;48;02","01;38;48;13","skilled."
"01;38;48;13","01;38;48;23","Nobody's"
"01;38;48;23","01;38;49;27","questioning"
"01;38;49;27","01;38;50;26","how"
"01;38;50;26","01;38;51;02","how"
"01;38;51;02","01;38;51;10","much"
"01;38;51;10","01;38;51;22","energy"
"01;38;51;22","01;38;51;26","is"
"01;38;51;26","01;38;52;03","being"
"01;38;52;03","01;38;52;12","poured"
"01;38;52;12","01;38;52;18","into"
"01;38;52;18","01;38;52;27","doing"
"01;38;52;27","01;38;53;04","that."
"01;38;53;04","01;38;53;09","And"
"01;38;53;09","01;38;53;22","that's"
"01;38;53;22","01;38;54;00","that's"
"01;38;54;00","01;38;54;06","hard"
"01;38;54;06","01;38;54;29","work."
"01;38;56;06","01;38;56;13","And"
"01;38;56;13","01;38;56;20","there's"
"01;38;56;20","01;38;57;01","a huge"
"01;38;57;01","01;38;57;19","reward"
"01;38;57;19","01;38;57;25","for"
"01;38;57;25","01;38;58;03","doing"
"01;38;58;03","01;38;58;06","it"
"01;38;58;06","01;38;58;24","well."
"01;38;59;02","01;38;59;11","And"
"01;38;59;11","01;38;59;29","there's many."
"01;38;59;29","01;39;00;24","And so"
"01;39;00;24","01;39;02;03","I"
"01;39;02;03","01;39;02;28","totally agree."
"01;39;02;28","01;39;03;22","And"
"01;39;03;22","01;39;03;28","even"
"01;39;03;28","01;39;04;22","intend"
"01;39;04;22","01;39;05;08","that"
"01;39;05;08","01;39;05;14","people"
"01;39;05;14","01;39;05;18","could"
"01;39;05;18","01;39;05;21","have"
"01;39;05;21","01;39;05;29","trained"
"01;39;05;29","01;39;06;06","a lot"
"01;39;06;06","01;39;06;09","for"
"01;39;06;09","01;39;06;13","this"
"01;39;06;13","01;39;06;29","one."
"01;39;07;00","01;39;07;13","This could be"
"01;39;07;13","01;39;07;20","someone"
"01;39;07;20","01;39;07;22","who"
"01;39;07;22","01;39;07;29","doesn't"
"01;39;07;29","01;39;08;03","play"
"01;39;08;03","01;39;09;09","basketball."
